Time,Wind_Speed,Air_Pressure,Snow_Depth,Precip,Avg_Temp,Max_Temp,Min_Temp,Year,Month,Day
2020-08-17,0,-1.7637815126050427,0,0,0,0,0,2020,8,17
2020-08-18,0,-1.7637815126050427,0,0,0,0,0,2020,8,18
2020-08-19,0,-1.7637815126050427,0,0,0,0,0,2020,8,19
2020-08-20,0,-1.7637815126050427,0,0,0,0,0,2020,8,20
2020-08-21,0,-1.7637815126050427,0,0,0,0,0,2020,8,21
2020-08-22,0,-1.7637815126050427,0,0,0,0,0,2020,8,22
2020-08-23,2.3,16.1090756302521,0,0.014285714285714287,42.08571428571429,52.68571428571429,33.47142857142857,2020,8,23
2020-08-24,2.3,16.1090756302521,0,0.014285714285714287,42.08571428571429,52.68571428571429,33.47142857142857,2020,8,24
2020-08-25,1.2,23.186218487394957,0,0.014285714285714287,63,77.7,51.8,2020,8,25
2020-08-26,2.5,23.296218487394956,0,0.1,60.6,74.5,49.3,2020,8,26
2020-08-27,3.9,23.24621848739496,0,0.014285714285714287,56.1,68.9,46,2020,8,27
2020-08-28,5.1,23.33621848739496,0,0.014285714285714287,55.4,73,42.1,2020,8,28
2020-08-29,3.4,23.226218487394956,0,0.014285714285714287,59.5,74.7,45.1,2020,8,29
2020-08-30,2.4,23.146218487394957,0,0,48.4,60.3,36.1,2020,8,30
2020-08-31,3.2,23.216218487394958,0,0,44.6,52,36.1,2020,8,31
2020-09-01,2.4,23.286218487394958,0,0,55.6,66.6,43,2020,9,1
2020-09-02,3.3,23.276218487394956,0,0,61.5,74.1,43.3,2020,9,2
2020-09-03,2.9,23.386218487394956,0,0,59.5,72.7,41.9,2020,9,3
2020-09-04,2.9,23.466218487394958,0,0,61.7,81.1,44.8,2020,9,4
2020-09-05,3.8,23.396218487394957,0,0,69.8,85.6,51.8,2020,9,5
2020-09-06,2.6,23.436218487394957,0.14285714285714285,0.09999999999999999,60.4,73.4,45.9,2020,9,6
2020-09-07,6.6,23.346218487394957,0.14285714285714285,0.6,36.5,47.3,27.9,2020,9,7
2020-09-08,4.9,23.60621848739496,1,0.09999999999999999,32.7,43.9,25.7,2020,9,8
2020-09-09,2.8,23.536218487394958,0.14285714285714285,0.1,42.1,60.3,25.9,2020,9,9
2020-09-10,2.8,23.49621848739496,0.14285714285714285,0.09999999999999999,48.4,67.1,34.9,2020,9,10
2020-09-11,3.9,23.35621848739496,0.14285714285714285,0.09999999999999999,53.1,69.3,38.7,2020,9,11
2020-09-12,3.2,23.326218487394957,0.14285714285714285,0.09999999999999999,56.8,73.6,44.8,2020,9,12
2020-09-13,3,23.346218487394957,0,0,56.3,74.1,44.1,2020,9,13
2020-09-14,4.1,23.366218487394956,0,0,61.2,80.1,46.4,2020,9,14
2020-09-15,3.4,23.416218487394957,0,0,57.4,72.5,44.4,2020,9,15
2020-09-16,4,23.486218487394957,0,0,52.3,71.8,39.4,2020,9,16
2020-09-17,2.9,23.436218487394957,0,0,55.9,73.8,44.4,2020,9,17
2020-09-18,5.2,23.35621848739496,0,0,61.3,76.6,42.4,2020,9,18
2020-09-19,3.2,23.216218487394958,0,0,49.5,58.8,43.7,2020,9,19
2020-09-20,1.8,23.306218487394958,0,0.014285714285714287,48,55.9,39,2020,9,20
2020-09-21,2.7,23.35621848739496,0,0.014285714285714287,54,68.9,45.3,2020,9,21
2020-09-22,3.5,23.276218487394956,0,0.1,55.8,71.6,43.7,2020,9,22
2020-09-23,2.9,23.33621848739496,0,0.014285714285714287,57.6,68.9,41.5,2020,9,23
2020-09-24,3.2,23.17621848739496,0,0.014285714285714287,57.4,68.7,45.9,2020,9,24
2020-09-25,2.6,23.216218487394958,0,0.014285714285714287,48.7,53.6,43.7,2020,9,25
2020-09-26,4.4,23.15621848739496,0,0.014285714285714287,43.3,50.5,37.6,2020,9,26
2020-09-27,2.2,23.436218487394957,0,0.4,38.5,46.2,31.5,2020,9,27
2020-09-28,2.5,23.616218487394956,0,0.3,47.3,56.7,30.2,2020,9,28
2020-09-29,2.8,23.51621848739496,0,0.1,57.4,64.8,43.7,2020,9,29
2020-09-30,3,23.536218487394958,0,0.1,45.9,62.2,35.1,2020,9,30
2020-10-01,3.5,23.58621848739496,0,0.1,50.7,65.1,34.7,2020,10,1
2020-10-02,3,23.466218487394958,0,0.1,51.6,65.3,39,2020,10,2
2020-10-03,3.3,23.456218487394956,0,0.1,48.6,65.3,37,2020,10,3
2020-10-04,3.5,23.33621848739496,0,0.14285714285714285,57.9,68.2,41.4,2020,10,4
2020-10-05,2.6,23.366218487394956,0,0.14285714285714285,55.8,60.4,46,2020,10,5
2020-10-06,2.8,23.396218487394957,0,0.14285714285714285,58.3,68.4,46.4,2020,10,6
2020-10-07,3.1,23.33621848739496,0,0.14285714285714285,52,70.2,40.8,2020,10,7
2020-10-08,4.8,23.186218487394957,0,0.14285714285714285,55.8,66.6,41,2020,10,8
2020-10-09,3,23.196218487394958,0,0.14285714285714285,53.1,63.1,40.1,2020,10,9
2020-10-10,6.8,23.066218487394956,0,1,53.8,68.4,34.5,2020,10,10
2020-10-11,4.3,23.056218487394958,0.8571428571428571,0.2571428571428572,36.7,41.2,32.5,2020,10,11
2020-10-12,5.3,23.15621848739496,0.8571428571428571,0.2571428571428572,43.2,49.3,37.4,2020,10,12
2020-10-13,3.8,23.256218487394957,0.8571428571428571,0.8,43.7,51.1,37,2020,10,13
2020-10-14,4.6,23.226218487394956,1,0.1,35.6,40.5,30.7,2020,10,14
2020-10-15,2.5,23.506218487394957,1,0.3,31.6,36.9,29.3,2020,10,15
2020-10-16,4.5,23.376218487394958,2,0.1,43.3,50.7,31.5,2020,10,16
2020-10-17,1.9,23.166218487394957,2,0.5,27.7,44.1,19.4,2020,10,17
2020-10-18,2.3,23.286218487394958,3,0.8,29.5,39,18.1,2020,10,18
2020-10-19,1.5,23.186218487394957,4,0.4,41.2,46,36.1,2020,10,19
2020-10-20,2.5,23.206218487394956,2,0.32857142857142857,36.9,42.1,31.8,2020,10,20
2020-10-21,1.8,23.146218487394957,1,0.4,30,35.6,19.4,2020,10,21
2020-10-22,3.1,23.376218487394958,5,0.32857142857142857,15.8,21.9,5,2020,10,22
2020-10-23,3.7,23.436218487394957,4,0.5,18.3,30.6,6.1,2020,10,23
2020-10-24,6.1,23.196218487394958,5,0.2,10.6,18.3,0.7,2020,10,24
2020-10-25,3.3,23.51621848739496,10,0.08571428571428572,1.9,15.6,-5.6,2020,10,25
2020-10-26,2.6,23.51621848739496,10,0.6,18.3,27.9,-3.3,2020,10,26
2020-10-27,0.8428571428571429,5.459075630252101,2.857142857142857,0.08571428571428572,2.8857142857142857,6.214285714285714,-1.2714285714285714,2020,10,27
2020-10-28,0.8428571428571429,5.459075630252101,2.857142857142857,0.08571428571428572,2.8857142857142857,6.214285714285714,-1.2714285714285714,2020,10,28
2020-10-29,0.8428571428571429,5.459075630252101,2.857142857142857,0.08571428571428572,2.8857142857142857,6.214285714285714,-1.2714285714285714,2020,10,29
2020-10-30,0.8428571428571429,5.459075630252101,2.857142857142857,0.08571428571428572,2.8857142857142857,6.214285714285714,-1.2714285714285714,2020,10,30
2020-10-31,0.8428571428571429,5.459075630252101,2.857142857142857,0.08571428571428572,2.8857142857142857,6.214285714285714,-1.2714285714285714,2020,10,31
2021-08-01,2.4,23.486218487394957,0,0.07142857142857144,66,79.7,52,2021,8,1
2021-08-02,1.6,23.446218487394958,0,0.2,60.4,76.5,54.3,2021,8,2
2021-08-03,0.8,23.486218487394957,0,0.07142857142857144,60.6,71.4,50.2,2021,8,3
2021-08-04,1.4,23.42621848739496,0,0.07142857142857144,63.3,78.1,49.8,2021,8,4
2021-08-05,1.9,23.33621848739496,0,0.1,62.2,81.3,50.2,2021,8,5
2021-08-06,1.4,23.26621848739496,0,0.2,59.5,72,49.5,2021,8,6
2021-08-07,1.1,23.276218487394956,0,0.07142857142857144,63,74.1,50,2021,8,7
2021-08-08,2.4,23.126218487394958,0,0.4,59.7,79,39,2021,8,8
2021-08-09,1.1,23.306218487394958,0,0.05714285714285715,51.4,60.8,37.4,2021,8,9
2021-08-10,1.1,23.326218487394957,0,0.05714285714285715,61.3,70,51.1,2021,8,10
2021-08-11,1.2,23.326218487394957,0,0.05714285714285715,64.6,77.9,53.4,2021,8,11
2021-08-12,1.9,23.396218487394957,0,0.05714285714285715,60.3,76.5,47.7,2021,8,12
2021-08-13,2.5,23.486218487394957,0,0.05714285714285715,59.9,79.2,43.5,2021,8,13
2021-08-14,1.5,23.446218487394958,0,0.05714285714285715,64.9,81.3,48.2,2021,8,14
2021-08-15,1.1,23.416218487394957,0,0.2571428571428571,66.2,77.2,54.7,2021,8,15
2021-08-16,1.5,23.256218487394957,0,0.2571428571428571,66,80.6,52.3,2021,8,16
2021-08-17,2.7,23.066218487394956,0,0.2571428571428571,60.6,80.8,43.2,2021,8,17
2021-08-18,1.3,23.24621848739496,0,0.6,44.8,48,42.4,2021,8,18
2021-08-19,0.3,23.306218487394958,0,1,46.2,49.6,43.5,2021,8,19
2021-08-20,0.8,23.276218487394956,0,0.2,46.4,54,41.7,2021,8,20
2021-08-21,3.6,23.186218487394957,0,0.2571428571428571,47.1,53.8,40.6,2021,8,21
2021-08-22,1,23.126218487394958,0,0.014285714285714287,53.2,62.2,45.7,2021,8,22
2021-08-23,2.1,23.10621848739496,0,0.014285714285714287,58.5,72.5,39.7,2021,8,23
2021-08-24,1.3,23.286218487394958,0,0.014285714285714287,50.7,67.6,34.5,2021,8,24
2021-08-25,2.6,23.346218487394957,0,0.014285714285714287,51.8,68.5,38.7,2021,8,25
2021-08-26,1.6,23.316218487394956,0,0.014285714285714287,53.1,67.5,41.9,2021,8,26
2021-08-27,1,23.256218487394957,0,0.1,50,61,40.3,2021,8,27
2021-08-28,0.8,23.366218487394956,0,0.014285714285714287,47.1,60.4,38.1,2021,8,28
2021-08-29,1.5,23.35621848739496,0,0,54.1,71.8,38.5,2021,8,29
2021-08-30,1.6,23.196218487394958,0,0,59.9,77.2,43.3,2021,8,30
2021-08-31,1.3,23.056218487394958,0,0,58.1,73.4,42.4,2021,8,31
2021-09-01,1.1,23.146218487394957,0,0,50,66.2,37.8,2021,9,1
2021-09-02,1.5,23.256218487394957,0,0,50.5,65.1,39.9,2021,9,2
2021-09-03,2.5,23.346218487394957,0,0,50.4,64.2,40.3,2021,9,3
2021-09-04,1.5,23.366218487394956,0,0,51.4,68.4,38.1,2021,9,4
2021-09-05,1.5,23.35621848739496,0,0.04285714285714286,60.1,74.3,43.3,2021,9,5
2021-09-06,1.4,23.316218487394956,0,0.04285714285714286,63,74.8,46.6,2021,9,6
2021-09-07,1.2,23.436218487394957,0,0.04285714285714286,58.3,76.8,45.3,2021,9,7
2021-09-08,2.3,23.40621848739496,0,0.04285714285714286,60.3,81,42.8,2021,9,8
2021-09-09,1.3,23.316218487394956,0,0.04285714285714286,64.6,79.5,51.3,2021,9,9
2021-09-10,1.3,23.296218487394956,0,0.2,62.6,78.1,48.7,2021,9,10
2021-09-11,1.4,23.316218487394956,0,0.1,53.2,64.2,40.3,2021,9,11
2021-09-12,1.1,23.376218487394958,0,0,54.5,70.7,39.6,2021,9,12
2021-09-13,1.2,23.306218487394958,0,0,50,62.8,40.1,2021,9,13
2021-09-14,1.3,23.326218487394957,0,0,52,63.5,37,2021,9,14
2021-09-15,1.5,23.186218487394957,0,0,58.6,68.4,46.8,2021,9,15
2021-09-16,1.2,23.15621848739496,0,0,43.9,55,29.3,2021,9,16
2021-09-17,1.8,23.316218487394956,0,0,52.9,70.2,27.9,2021,9,17
2021-09-18,3.4,23.136218487394956,0,0,64.2,71.4,50.4,2021,9,18
2021-09-19,2.5,23.10621848739496,0,0.1,44.1,51.6,38.5,2021,9,19
2021-09-20,1.1,23.396218487394957,0,0.1,39,47.5,31.1,2021,9,20
2021-09-21,1.2,23.60621848739496,0,0.028571428571428574,49.6,59,30.6,2021,9,21
2021-09-22,1.4,23.456218487394956,0,0.028571428571428574,55,69.3,41.7,2021,9,22
2021-09-23,1.1,23.396218487394957,0,0.028571428571428574,47.8,58.6,38.1,2021,9,23
2021-09-24,1.3,23.476218487394956,0,0.028571428571428574,49.6,63.7,36.9,2021,9,24
2021-09-25,1.4,23.306218487394958,0,0.028571428571428574,59.4,71.4,47.7,2021,9,25
2021-09-26,1.5,23.206218487394956,0,0,59,72.7,44.1,2021,9,26
2021-09-27,1.8,23.166218487394957,0,0,62.8,75.7,50.9,2021,9,27
2021-09-28,1.7,23.026218487394956,0,0,52.2,66.9,36.1,2021,9,28
2021-09-29,0.9,23.35621848739496,0,0,39,53.4,31.3,2021,9,29
2021-09-30,1.4,23.486218487394957,0,0,44.1,61,31.1,2021,9,30
2021-10-01,1.4,23.42621848739496,0,0,49.5,63,37.6,2021,10,1
2021-10-02,1.4,23.456218487394956,0,0,49.5,62.4,35.8,2021,10,2
2021-10-03,1.4,23.376218487394958,0,0.11428571428571428,55.8,66.2,44.1,2021,10,3
2021-10-04,1.7,23.346218487394957,0,0.11428571428571428,56.7,71.6,41.4,2021,10,4
2021-10-05,2.4,23.276218487394956,0,0.11428571428571428,58.6,72,48.6,2021,10,5
2021-10-06,1.3,23.196218487394958,0,0.1,54.1,63.5,42.3,2021,10,6
2021-10-07,1.1,23.286218487394958,0,0.4,41.5,47.5,36.3,2021,10,7
2021-10-08,1.4,23.236218487394957,0,0.3,41.7,48.4,36.9,2021,10,8
2021-10-09,1.1,23.196218487394958,0,0.11428571428571428,41.7,46.4,39.4,2021,10,9
2021-10-10,1.4,23.226218487394956,6.571428571428571,0.4,42.8,52.3,32.4,2021,10,10
2021-10-11,1.2,23.166218487394957,1,1.4,27,32.4,23.7,2021,10,11
2021-10-12,1.4,23.276218487394956,10,0.2,25.2,29.1,23.7,2021,10,12
2021-10-13,1,23.166218487394957,9,0.2,28.2,35.1,24.3,2021,10,13
2021-10-14,0.5,23.216218487394958,8,0.3,28.8,30.2,27.3,2021,10,14
2021-10-15,1.5,23.416218487394957,10,0.1,36.9,42.3,28.9,2021,10,15
2021-10-16,1.1,23.456218487394956,8,0.37142857142857144,45.9,55.6,35.8,2021,10,16
2021-10-17,1.9,23.276218487394956,7,0,46,61.5,32.4,2021,10,17
2021-10-18,1.4,23.08621848739496,5,0,43.7,58.5,33.3,2021,10,18
2021-10-19,3.4,23.276218487394956,4,0,35.2,45,29.3,2021,10,19
2021-10-20,2.7,23.346218487394957,3,0,40.8,52.2,27.3,2021,10,20
2021-10-21,1.2,23.366218487394956,2,0,47.5,53.6,40.1,2021,10,21
2021-10-22,1.7,23.236218487394957,1,0,50.2,64,37,2021,10,22
2021-10-23,1.7,22.99621848739496,1,0,40.5,49.5,33.4,2021,10,23
2021-10-24,1.9,23.026218487394956,1,0.14285714285714285,41.5,48.9,32,2021,10,24
2021-10-25,1.1,22.876218487394958,1,0.9,42.3,49.5,34.9,2021,10,25
2021-10-26,1.3,23.006218487394957,0.2857142857142857,0.14285714285714285,35.1,38.5,32,2021,10,26
2021-10-27,2.6,23.196218487394958,0.2857142857142857,0.14285714285714285,37.2,41.4,34.9,2021,10,27
2021-10-28,1,23.436218487394957,0.2857142857142857,0.14285714285714285,44.1,49.5,34.7,2021,10,28
2021-10-29,1.8,23.26621848739496,0.2857142857142857,0.1,49.3,53.6,38.3,2021,10,29
2021-10-30,1,23.296218487394956,0.2857142857142857,0.14285714285714285,31.1,38.5,24.8,2021,10,30
2021-10-31,3.8,23.446218487394958,0,0.12857142857142856,23.7,25.2,22.3,2021,10,31
2022-08-01,1.2,23.326218487394957,0,0.014285714285714287,69.8,85.3,52,2022,8,1
2022-08-02,1.1,23.24621848739496,0,0.014285714285714287,64.9,78.4,48.6,2022,8,2
2022-08-03,1.2,23.306218487394958,0,0.014285714285714287,63.7,77.9,46.4,2022,8,3
2022-08-04,2,23.24621848739496,0,0.014285714285714287,69.8,82.6,53.8,2022,8,4
2022-08-05,1.5,23.236218487394957,0,0.014285714285714287,58.1,68.5,49.6,2022,8,5
2022-08-06,4.5,23.35621848739496,0,0.1,48.6,56.1,43.7,2022,8,6
2022-08-07,1.4,23.436218487394957,0,0,55.8,70.9,40.6,2022,8,7
2022-08-08,1.5,23.40621848739496,0,0,63.7,79.3,46.8,2022,8,8
2022-08-09,1.5,23.416218487394957,0,0,65.1,83.7,48.4,2022,8,9
2022-08-10,2.7,23.396218487394957,0,0,69.1,86.5,53.6,2022,8,10
2022-08-11,1.1,23.446218487394958,0,0,65.5,79.5,54.7,2022,8,11
2022-08-12,1.1,23.416218487394957,0,0,68.4,86.7,51.8,2022,8,12
2022-08-13,1.7,23.396218487394957,0,0,63.7,81.9,50.5,2022,8,13
2022-08-14,1.7,23.386218487394956,0,0,62.6,78.3,50.4,2022,8,14
2022-08-15,1.3,23.376218487394958,0,0,61.9,79.5,47.1,2022,8,15
2022-08-16,1.5,23.376218487394958,0,0,64.9,82.9,47.5,2022,8,16
2022-08-17,1.3,23.42621848739496,0,0,64.6,84.2,50.5,2022,8,17
2022-08-18,3.4,23.436218487394957,0,0,63.3,78.8,50.2,2022,8,18
2022-08-19,4.5,23.346218487394957,0,0,61.5,76.8,48.6,2022,8,19
2022-08-20,2.7,23.296218487394956,0,0,63,83.5,45.5,2022,8,20
2022-08-21,1.3,23.35621848739496,0,0.12857142857142856,62.1,80.8,50,2022,8,21
2022-08-22,1.5,23.416218487394957,0,0.12857142857142856,64.9,82,49.5,2022,8,22
2022-08-23,1.4,23.366218487394956,0,0.12857142857142856,61.2,77.4,48.7,2022,8,23
